time,value,unit
2018-05-15 07:21:00 +0000,74.32262693,deg F
2018-05-15 07:22:00 +0000,81.15430274,deg F
2018-05-15 07:23:00 +0000,67.69818245,deg F
2018-05-15 07:24:00 +0000,67.69818245,deg F
2018-05-15 07:25:00 +0000,63.04487058,deg F
2018-05-15 07:26:00 +0000,81.11118558,deg F
2018-05-15 07:27:00 +0000,64.52878779,deg F
2018-05-15 07:28:00 +0000,72.632403,deg F
2018-05-15 07:29:00 +0000,67.6801937,deg F
2018-05-15 07:30:00 +0000,64.58665018,deg F
2018-05-15 07:31:00 +0000,72.57559123,deg F
2018-05-15 07:32:00 +0000,81.089627,deg F
2018-05-15 07:33:00 +0000,72.27553711,deg F
2018-05-15 07:34:00 +0000,67.26924734,deg F
2018-05-15 07:35:00 +0000,69.29407418,deg F
2018-05-15 07:36:00 +0000,74.16865732,deg F
2018-05-15 07:37:00 +0000,75.93100661,deg F
2018-05-15 07:38:00 +0000,74.22390716,deg F
2018-05-15 07:39:00 +0000,72.2371056,deg F
2018-05-15 07:40:00 +0000,65.78937225,deg F
2018-05-15 07:41:00 +0000,64.31027495,deg F
2018-05-15 07:42:00 +0000,67.68319147,deg F
2018-05-15 07:43:00 +0000,69.23879168,deg F
2018-05-15 07:44:00 +0000,75.83296232,deg F
2018-05-15 07:45:00 +0000,65.94170636,deg F
2018-05-15 07:46:00 +0000,72.19867509,deg F
2018-05-15 07:47:00 +0000,70.4377318,deg F
2018-05-15 07:48:00 +0000,75.85023673,deg F
2018-05-15 07:49:00 +0000,80.98183299,deg F
2018-05-15 07:50:00 +0000,66.05639411,deg F
2018-05-15 07:51:00 +0000,62.91085153,deg F
2018-05-15 07:52:00 +0000,67.40448378,deg F
2018-05-15 07:53:00 +0000,65.88905545,deg F
2018-05-15 07:54:00 +0000,72.44052404,deg F
2018-05-15 07:55:00 +0000,74.12518739,deg F
2018-05-15 07:56:00 +0000,70.36274446,deg F
2018-05-15 07:57:00 +0000,80.89559755,deg F
2018-05-15 07:58:00 +0000,75.73204877,deg F
2018-05-15 07:59:00 +0000,70.79300211,deg F
2018-05-15 08:00:00 +0000,61.289079,deg F
2018-05-15 08:01:00 +0000,65.66687035,deg F
2018-05-15 08:02:00 +0000,75.61979771,deg F
